text,original_label,label
Percent requires form.,plausible,1
Fan criticizes university.,plausible,1
Exhortation corroborates depletion.,implausible,1
Population extracts animation.,implausible,1
Temperature improves efficiency.,plausible,1
Idea exemplifies viciousness.,plausible,1
Inventor demonstrates locomotive.,plausible,1
Partnership announces intent.,plausible,1
Consciousness wraps takeoff.,implausible,0
Road pinpoints prayer.,implausible,0
Result qualifies place.,plausible,1
Corporation establishes branch.,plausible,1
House brings arrival.,plausible,1
Highway intersects end.,plausible,0
Ship escorts convoy.,plausible,1
Government announces plan.,plausible,1
Princess awakens desire.,plausible,1
Band follows convolution.,plausible,1
Price sells mortgage.,plausible,1
Clique discontinues graph.,implausible,1
Ramp diminishes almond.,implausible,1
Person speak language.,plausible,1
Agreement turns descendant.,plausible,0
Regiment contributes personnel.,plausible,1
Statue recalls importance.,plausible,1
Tree produces flower.,plausible,1
Bazaar reproduces prosperity.,plausible,1
Wing signifies heritage.,plausible,0
Book compares plug.,implausible,0
Landlord seeks rent.,plausible,1
Workman uncovers body.,plausible,0
Group releases album.,plausible,1
Community signifies portrayal.,implausible,1
Pollution affects health.,plausible,1
Researcher disembarks seed.,implausible,0
Economy bounces judge.,implausible,0
Individual occurs farm.,implausible,0
Review praises book.,plausible,1
Party condemns violence.,plausible,1
Person construct temple.,plausible,1
Rivalry stabilizes immigrant.,implausible,1
Boardwalk awaits disk.,implausible,0
Evidence observes spinner.,implausible,1
Government compensates individual.,plausible,1
Cattle regulates advantage.,implausible,1
Hitchhiker rebuilds tree.,implausible,1
Snowstorm dumps foot.,plausible,1
Forum identifies interest.,plausible,1
Trend suggests importance.,plausible,1
Pair pronounces validation.,implausible,1
Coal carries adaption.,implausible,0
Function manages knowledge.,plausible,1
Parliament enunciates precaution.,implausible,1
Vineyard finds speedway.,implausible,1
Outbuilding vacates district.,implausible,1
Driver stops train.,plausible,1
Clock puts divergence.,plausible,1
Hen emphasizes deficit.,implausible,1
Caper reconciles barley.,implausible,1
Vessel leaves water.,plausible,1
Police confirm motive.,plausible,1
Pitcher decreases church.,implausible,0
Building understates food.,implausible,1
Side streamlines rigor.,implausible,0
Marketing starts revenue.,implausible,1
Dolphin conducts professionalism.,implausible,0
Child demolishes railway.,implausible,1
Afternoon combines embodiment.,implausible,0
Government makes attempt.,plausible,1
Detail invokes letter.,plausible,1
Proxy imposes control.,plausible,1
Cyclist wins stage.,plausible,1
Density afflicts variety.,implausible,1
Industrialization draws worker.,plausible,1
Trip incurs loss.,plausible,1
Portrait wins popularity.,plausible,1
Liberalism escorts shade.,implausible,1
Reviewer binds iceberg.,implausible,1
Mission assists participant.,plausible,1
Version carries personality.,plausible,1
Technique requires pen.,plausible,1
Stallion distributes roadway.,implausible,1
Famine exposes metaphor.,implausible,1
Poster streamlines inning.,implausible,0
Project creates identity.,plausible,1
Lion signifies service.,plausible,0
Scandal sprouts number.,implausible,0
Bison provides grandfather.,implausible,1
Cyclist abides hundred.,implausible,1
Bird commits suicide.,plausible,1
Village administers island.,plausible,1
Rehabilitation considers lip.,implausible,0
Basis recognizes individual.,plausible,1
Project breaks ground.,plausible,1
Assembly situates toll.,implausible,1
Leader encourages member.,plausible,1
Person crisscross pole.,implausible,0
Cavalry frustrates ceremony.,implausible,1
Passage occupies place.,plausible,1
Motive makes distinction.,implausible,1
Prototype criticizes discordance.,implausible,1
Mode represents arena.,plausible,1
Person confesses baptism.,plausible,1
Interest puts distance.,plausible,1
Cathedral helps ordination.,implausible,1
Topography emphasizes mouse.,implausible,0
Friendship rolls attention.,implausible,1
Encyclopedia defines rack.,plausible,1
Fire needs line.,plausible,0
Experience strengthens commitment.,plausible,1
Henchman builds seed.,implausible,0
Film postulates demo.,implausible,1
Restoration introduces fountain.,plausible,1
Landing provides view.,plausible,1
Index reduces origin.,implausible,1
Guardianship assists cigarette.,implausible,0
Ensemble incorporates hall.,plausible,1
County constructs highway.,plausible,1
Husband finds employment.,plausible,1
Person recall noise.,plausible,0
Hare sells ability.,implausible,1
Authority stops man.,plausible,1
Betrothal eats form.,implausible,0
Law defines park.,plausible,1
Government approves funding.,plausible,1
Shield surmounts sword.,plausible,1
Occupant carves race.,implausible,1
Administration builds infrastructure.,plausible,1
Invasion trims uniform.,implausible,1
Church preaches doctrine.,plausible,1
Seaplane reckons cat.,implausible,0
Growth implies ground.,plausible,0
Guide contains resilience.,implausible,1
Character transcribes name.,plausible,1
Food ensures absence.,plausible,1
Team rejoices constancy.,implausible,0
Development catches neighborhood.,plausible,1
Probe distorts taker.,implausible,0
Galaxy revisits page.,implausible,0
Diver develops skill.,plausible,0
Roof unfolds cinema.,implausible,1
Car raises suspicion.,plausible,1
Child submits application.,plausible,1
Ring bequeaths initiative.,implausible,0
Altar reaches banana.,implausible,0
Memorandum raises odor.,implausible,0
Ambition writes book.,plausible,1
Army restructures courage.,implausible,0
Doughboy postdates seafarer.,implausible,0
Gateway excludes commissioner.,implausible,1
Man loves woman.,plausible,1
Aspect buys component.,plausible,1
Party unfolds suitor.,implausible,1
Experience secures job.,plausible,1
Strategy combines rhetoric.,plausible,1
Table reuses hypothesis.,implausible,1
Tug pervades collar.,implausible,0
Person mediate mask.,implausible,1
Access diminishes power.,plausible,1
Train applies persona.,implausible,0
Person imitate galaxy.,implausible,0
Body precludes ordination.,implausible,0
Decision enrages corner.,plausible,1
Advertiser portrays evidence.,implausible,1
Man loves thing.,plausible,1
Beef extinguishes supremacy.,implausible,1
Weapon resurrects torture.,implausible,1
Historian calls person.,plausible,1
Contact participates cloth.,implausible,1
Dog bites baby.,plausible,1
Magnesium dominates congestion.,implausible,1
Child pushes button.,plausible,1
War brings thousand.,plausible,1
Concerto blends team.,implausible,0
Rebound needs spacing.,implausible,1
Codex hypnotizes mentality.,implausible,0
Injury affects person.,plausible,1
Conductivity saturates nation.,implausible,0
Vibration pushes bit.,plausible,1
Child entertains mouse.,implausible,1
Fraternity recognizes university.,plausible,1
Fault injects noise.,plausible,0
Collection epitomizes serviceman.,implausible,1
Mission creates awareness.,plausible,1
Event draws fan.,plausible,1
Patient precludes taker.,implausible,1
Fluidity catches barn.,implausible,0
Magazine covers variety.,plausible,1
Group makes broadcast.,plausible,1
Coat imparts album.,implausible,0
War secretes parliament.,implausible,1
Gauge upends creation.,implausible,1
Heyday impresses capability.,implausible,1
Professor puts theory.,plausible,1
Municipality decorates street.,plausible,1
Judge pollinates tomb.,implausible,1
Upheaval compromises loyalty.,plausible,1
Mouth internalizes sect.,implausible,0
Tactician chooses building.,implausible,1
Director internalizes training.,implausible,1
Slackness instructs class.,implausible,0
Relation encodes hemlock.,implausible,1
Police recover knife.,plausible,1
War increases willingness.,plausible,1
Stereotype reduces boxer.,implausible,0
Satellite possesses lifetime.,plausible,1
Sister lengthens explanation.,implausible,1
River finds galaxy.,implausible,0
Novice spreads elbow.,implausible,0
Bank cuts link.,plausible,0
Descriptor finds forest.,plausible,0
Judge chooses selection.,plausible,1
Bull locks horn.,plausible,1
Accordion anticipates city.,implausible,1
Wine upends sidewalk.,implausible,0
Affiliate scuttles place.,implausible,1
Deficit reissues skill.,implausible,0
Wife writes account.,plausible,1
Bedroom reaches nodule.,implausible,0
Cluster requires pianist.,plausible,1
Man hijacks plane.,plausible,1
Boar swaps name.,implausible,1
Council duplicates body.,plausible,0
Queue shows picture.,plausible,1
Bacterium collects tooth.,plausible,0
Reader chooses attraction.,plausible,1
Strategy creates platform.,plausible,1
Term denotes noun.,plausible,1
Spirit makes flesh.,plausible,0
Event increases traffic.,plausible,1
Presidency itemizes subject.,implausible,1
Island stabs flute.,implausible,0
Zoo regains membership.,plausible,1
Immunity affects capability.,implausible,1
Foundation provides funding.,plausible,1
Eyeglass utilizes eyepiece.,plausible,1
Couple establishes firm.,plausible,1
River stabilizes pun.,implausible,0
Dam produces power.,plausible,1
Sleeve hunts union.,implausible,0
Soldier observes name.,plausible,1
Fantail fits skill.,implausible,0
Hijacker imagines saving.,implausible,0
Advocate writes continuation.,plausible,1
Spring straightens syllable.,implausible,1
Suburb infers iron.,implausible,0
Angel announces birth.,plausible,1
Orator internalizes effect.,implausible,1
Valve occupies space.,plausible,1
Retardation inaugurates distance.,implausible,1
Earthquake hits island.,plausible,1
Machination sweeps allegation.,implausible,1
Town admires gearbox.,implausible,0
Beginning steals story.,implausible,1
Precursor praises modernization.,implausible,1
Crash flies characteristic.,implausible,1
Project strengthens unity.,plausible,1
Lawn inhibits cockroach.,plausible,1
Movement affects number.,plausible,1
Experience shows purpose.,plausible,1
Beginning mentions side.,implausible,0
Syndicate reevaluates part.,implausible,1
Car praises performance.,plausible,0
Market inherits museum.,implausible,1
Abuser exploits atmosphere.,plausible,1
Researcher denounces mismanagement.,implausible,1
Role shouts nectar.,implausible,1
Decision sets stage.,plausible,1
Performer pinpoints role.,plausible,1
Resin reinvigorates attitude.,implausible,1
Pit contains kidnapping.,implausible,0
Flag increases nationalism.,plausible,1
Study envelops transport.,implausible,1
Person make tool.,plausible,1
Scope fetches maximization.,implausible,0
Objective secures town.,plausible,1
Leadership begins preparation.,plausible,1
Earth stabilizes title.,implausible,0
Conservation magnifies shelter.,implausible,1
Challenge provides person.,plausible,0
Poem combines pride.,plausible,1
Tribe introduces bison.,plausible,0
Tape revolutionizes flask.,implausible,0
Heat catches cyclist.,implausible,0
Discovery intersects library.,implausible,1
Indexing annihilates effect.,implausible,0
Mob overruns palace.,plausible,1
Navy displeases screen.,implausible,0
Variable reads area.,implausible,1
Report alleges irregularity.,plausible,1
Constituency covers city.,plausible,1
Case illustrates parallelism.,plausible,1
Infant needs assistance.,plausible,1
Child predates neuron.,implausible,1
Controversy dominates sport.,plausible,1
Foundation runs workshop.,plausible,1
Neurology loves orchard.,implausible,0
Page instigates container.,implausible,0
Nation sends representative.,plausible,1
Letter equates birth.,plausible,0
Conspirator carries manifesto.,plausible,1
Spacecraft paints lease.,implausible,0
Withdrawal stifles chair.,implausible,1
Hospital dismantles fame.,implausible,0
Soldier postulates compulsion.,implausible,1
Variation survives clown.,implausible,1
Salamander sends moon.,implausible,0
Minority renders foreword.,implausible,0
Practitioner reaches illumination.,plausible,1
Variable alludes space.,implausible,0
Heckler fertilizes training.,implausible,0
Guest receives ladle.,plausible,0
Company sends acceptance.,plausible,1
Word entails pup.,implausible,0
Presence dominates city.,plausible,1
Rice represents mountain.,plausible,1
Exchange stimulates innovation.,plausible,1
Variation diminishes chip.,implausible,1
Canal exposes noun.,implausible,1
Stairwell finds successor.,implausible,0
Yard determines cathedral.,implausible,0
Pie lure church.,implausible,0
Diver raises pressure.,plausible,1
Comedian wants stage.,plausible,1
Exercise unites garden.,implausible,1
Shield represents shield.,plausible,0
Cat eats sardine.,plausible,1
Rupture brings anxiety.,plausible,1
Function reproduces building.,implausible,0
Director attaches accident.,implausible,1
Temperature permits efficiency.,plausible,1
Guide mentions altarpiece.,plausible,1
Candidate opposes abortion.,plausible,1
Employee receives ladle.,plausible,1
Throat passes subsistence.,implausible,0
Diplomacy threatens tile.,implausible,0
Pirate repays professor.,implausible,0
Researcher describes form.,plausible,1
Book combines reflection.,plausible,1
Decree approves desert.,implausible,1
Girl observes basin.,implausible,1
Agent seizes phone.,plausible,1
Voter approves secession.,plausible,0
Courthouse elevates type.,implausible,1
Success reiterates golfer.,implausible,1
Pitcher leads league.,plausible,1
Team wins game.,plausible,1
Dissolution falls attention.,implausible,0
Person recovers damage.,plausible,1
Map shows boundary.,plausible,1
Authority applies brand.,plausible,1
Abstraction kicks peanut.,implausible,0
Conspiracy threatens city.,plausible,1
Replica stiffens house.,implausible,1
Bar spins spirit.,implausible,1
Bandleader chooses member.,plausible,1
Version foresees theologian.,implausible,0
Guard revolves gentleman.,implausible,1
Onset extracts incentive.,implausible,0
Band establishes place.,plausible,1
Inventory confirms user.,implausible,1
Effect demonstrates expectation.,plausible,1
Convent secretes energy.,implausible,1
Corps reworks turban.,implausible,0
Newspaper breaks story.,plausible,1
Phase obeys goat.,implausible,0
Traveler publishes impression.,plausible,1
Asterisk denotes member.,plausible,1
Decision instructs patriotism.,implausible,1
Career reestablishes chicken.,implausible,1
Bacterium consumes sugar.,plausible,0
Proliferation surmounts dignity.,implausible,1
Success establishes reputation.,plausible,1
Company announces plan.,plausible,1
Variation pours piano.,plausible,0
Candidate overruns floodlight.,implausible,0
Software shakes sample.,implausible,1
Contribution depicts picture.,plausible,0
Person flies type.,plausible,0
Book infiltrates wit.,implausible,1
Series receives criticism.,plausible,1
Development initiates building.,plausible,1
Subculture vandalizes basis.,implausible,0
Volcano facilitates word.,implausible,0
Philanthropy threatens propriety.,implausible,1
Plant occupies attention.,plausible,1
Girl describes invention.,plausible,1
Ignorance organizes illness.,implausible,1
Director clarifies controversy.,plausible,1
Motive provides facility.,plausible,1
Man finds ticket.,plausible,1
Student produces newspaper.,plausible,1
Daughter infuriates duration.,implausible,0
Forum tackles issue.,plausible,1
Woodland provides shelter.,plausible,1
Variety observes relaxation.,plausible,1
Album draws title.,plausible,0
Rationale discourages formation.,plausible,1
Experience streamlines ignorance.,implausible,1
Gem optimizes way.,implausible,1
Portrait lays marble.,implausible,0
Person enrich understanding.,plausible,1
Module disembarks diver.,implausible,0
Fighter sustains damage.,plausible,1
Company introduces version.,plausible,1
Squirrel finds script.,implausible,0
Fisherman deports construction.,implausible,0
Student attains point.,plausible,1
Spokesman confirms intention.,plausible,1
Array collaborates rice.,implausible,0
Geographer mentions reference.,plausible,1
Tusk spreads bolt.,implausible,1
Wind uproots hundred.,plausible,0
Interrogator asks question.,plausible,1
Person possesses alcohol.,plausible,1
Seed wins title.,plausible,1
Pilgrimage means unit.,implausible,0
Culture manages communism.,implausible,1
Weight breaks rail.,plausible,1
Guard condemns remittance.,implausible,1
Command deposes viceroy.,plausible,0
Submarine observes airship.,plausible,1
Council seeks replacement.,plausible,1
Rancher lives lot.,implausible,1
Murderer fits corkscrew.,implausible,1
Financier enumerates hand.,implausible,1
Hostel pokes prediction.,implausible,0
Principle constrains wool.,implausible,1
Majority casts ballot.,plausible,1
Photograph scuttles recording.,implausible,1
Posterity conducts origin.,implausible,1
Tower requires approval.,plausible,1
Company creates technology.,plausible,1
Press sets state.,plausible,0
Death leads friend.,plausible,1
Petition seeks legislation.,plausible,1
Roster improves relapse.,implausible,0
Slowness encourages proliferation.,plausible,0
Commoner endows decade.,implausible,0
Dentist weighs attention.,implausible,1
Population endures hardship.,plausible,1
Description reevaluates job.,implausible,1
Dealer puts soccer.,implausible,0
Group fits definition.,plausible,1
Invitation secretes continuity.,implausible,1
Road mends rhetoric.,implausible,0
Film runs way.,plausible,1
Assembly leaves fringe.,implausible,1
Device reverses polarity.,plausible,1
Sister sells part.,plausible,1
Club develops reputation.,plausible,1
Leader assumes office.,plausible,1
Usage means servant.,plausible,0
Optician deduces limitation.,implausible,1
Purpose conducts voltage.,plausible,1
Diffusion overtakes materialism.,implausible,1
Branch travels realization.,implausible,0
Clutch robs superiority.,implausible,0
Person lifts hand.,plausible,1
Loss decreases likelihood.,plausible,1
Manifestation sends rape.,implausible,0
Library contributes cylinder.,plausible,0
Mechanism stops ovulation.,plausible,1
Rock provides view.,plausible,1
Trader navigates tour.,implausible,1
Scene leaves impression.,plausible,1
Rule leads pillow.,implausible,0
Devotee pulls chariot.,plausible,1
Film draws story.,plausible,1
Zeal begins leg.,plausible,1
Cable injures rent.,implausible,1
Newspaper encrypts slavery.,implausible,0
Facelift works sermon.,implausible,1
Singularity quits computing.,implausible,0
Party treats election.,plausible,1
Invasion requires obligation.,implausible,1
Implementation implies squatter.,implausible,0
Press decreases activism.,implausible,0
Novelty illuminates tendency.,implausible,0
Event carries purse.,plausible,1
Airport provides variety.,plausible,1
Cinema means film.,plausible,1
Album introduces song.,plausible,1
Authority ignites greatness.,implausible,1
Eminence corroborates area.,implausible,0
Viewer catches glimpse.,plausible,1
Guy mobilizes guy.,plausible,0
Motor lifts arm.,plausible,1
Astronaut chooses album.,plausible,1
Armada seeks understanding.,implausible,1
Interpretation validates sale.,plausible,1
Sensor serves cartridge.,implausible,1
Resident says thing.,plausible,1
Film holds rating.,plausible,1
Wedding motivates library.,implausible,0
Report stops accusation.,plausible,1
University flexs registration.,implausible,1
Conflict entails trousers.,implausible,0
Boom characterizes period.,plausible,1
Instability reckons predator.,implausible,0
Tortoise recruits peer.,implausible,0
Reason makes killer.,plausible,1
Pipe incorporates layer.,plausible,1
Celebration pleads robot.,implausible,0
Study overtakes tent.,implausible,1
Colonization drops seat.,implausible,0
Elite threatens way.,plausible,1
Decision hurls negotiator.,implausible,1
Son expands enterprise.,plausible,1
Rafter accentuates tranquility.,implausible,1
Engine harasses oil.,implausible,0
Privateer forbids variety.,implausible,1
Pelican recalls hill.,implausible,0
Sea capsizes boat.,plausible,1
Dressmaker saturates interpolation.,implausible,1
Consulate lure job.,implausible,1
Behavior elicits suspicion.,plausible,1
Student demonstrates disapproval.,plausible,1
Attacker launches grenade.,plausible,1
Race reclaims poncho.,implausible,0
Neighbor rebuilds scheme.,implausible,1
Element seizes bridge.,plausible,0
Suitor requires annoyance.,implausible,0
Assailant outlives death.,implausible,1
Fin ruins bay.,implausible,0
Fleet wishes vulnerability.,implausible,1
Fury creates maelstrom.,plausible,1
Enchanter laments mobility.,implausible,1
Provision categorizes toilet.,implausible,0
Deck inserts restaurant.,implausible,0
Ship works way.,plausible,1
Indication pronounces consonant.,plausible,0
Company establishes hundred.,plausible,1
Event starts era.,plausible,1
Loss diminishes race.,plausible,1
Market drives innovation.,plausible,1
Mission builds infrastructure.,plausible,1
Partition devotes condition.,implausible,1
Viewer sets volume.,plausible,1
Poetry wishes limestone.,implausible,0
House sustains roof.,plausible,1
Newsletter recognizes disclosure.,implausible,1
Dynasty regains influence.,plausible,1
Moon severs debut.,implausible,0
Affiliate constructs robe.,implausible,0
Wolf escapes city.,plausible,1
Park smashes effort.,implausible,0
Son receives interest.,plausible,1
Card requires capability.,plausible,1
Firefighter works schedule.,plausible,1
Dimension halts unemployment.,implausible,0
Earthquake strikes region.,plausible,1
Orchid extinguishes integration.,implausible,1
Canal collects humor.,plausible,1
Man says annoyance.,implausible,1
Bodyguard obligates principle.,implausible,1
Activity afflicts point.,implausible,0
Analysis shows gradient.,plausible,1
Authority clamps refund.,implausible,1
Division assumes posture.,plausible,1
Variant carries person.,plausible,0
Community proves title.,implausible,1
Determination underlines experiment.,implausible,1
Venture offsets book.,implausible,1
Officer puts trophy.,implausible,1
Nominee convinces ticket.,implausible,1
State disembarks attack.,implausible,1
Area runs flock.,plausible,0
Completion hones objection.,implausible,1
Book mentions person.,plausible,1
Man finds acceptance.,plausible,1
Term covers range.,plausible,1
Fist sends football.,plausible,0
Area recognizes authority.,plausible,1
Classification hauls slavery.,implausible,1
Library needs space.,plausible,1
Analysis constrains theory.,plausible,1
Row elicits game.,plausible,1
Consumer pokes vision.,implausible,1
