label,text
1,Rabbit chew carrot.
0,Beak tap air.
0,Kangaroo kick smoke.
1,Belt fasten lion.
1,Girl bake beans.
1,Cat strike ball.
0,Infant rotate house.
1,Man haul woman.
1,Barber drain swamp.
0,Ant heave box.
1,Belt fasten spatula.
1,Student jail woman.
1,Gorilla choke infant.
0,Spatula crash bike.
0,Zebra kill skyscraper.
0,Dog cook turkey.
0,Policeman wear water.
0,Brush break chair.
0,Chef cover cloud.
0,Arm hook house.
0,Car fill cup.
1,Hand tear shirt.
0,Cat exhale pillow.
1,Lion smash glass.
0,Man beat dress.
0,Child roll table.
1,Boat carry mud.
1,Chef beat clown.
1,Pipe pour gas.
1,Kangaroo kick table.
1,Faucet squirt mud.
1,Pipe ejaculate water.
1,Wind chill table.
1,Bone fracture candy.
0,Man flip elephant.
0,Laptop absorb rock.
0,Ant lengthen dough.
0,Pitcher pour laptop.
1,Elephant tear tree.
0,Elephant haul nail.
0,Truck move vapor.
1,Dog fill bucket.
1,Grape poison bird.
1,Girl film sofa.
1,Child open window.
0,Worm bend lion.
1,Belt fasten dog.
1,Dog move cat.
1,Lion move horse.
0,Rope attach letter.
1,Torch burn cloth.
1,Leather feed worm.
0,Lion draw phone.
0,Cloth erase air.
1,Monkey swallow pin.
0,Bone capsize boat.
1,Chef fry egg.
1,Student lengthen rubber.
0,Boxer attack axe.
0,Wool crush rock.
0,Dog vomit cat.
1,Girl erect wall.
1,Villain bake cookies.
1,Clown pluck string.
1,Hay bury laptop.
1,Horse break laptop.
1,Fire warm log.
0,House punch wall.
0,Map attach string.
1,Rock fracture leg.
1,Clown whisk egg.
0,Water dampen water.
0,Hand trim pillow.
0,Man bury air.
1,Grass fill tub.
1,Man pack bag.
0,Moon cool oil.
0,Pin knit table.
0,Cloth hurt foot.
1,Chef cut leaf.
1,Man clench wallet.
1,Child stomp grape.
0,Finger hook lion.
1,Student drive tractor.
0,Wind cut oil.
0,Bush leak gas.
1,Man choke bird.
0,Lake fuse shirt.
1,Barber clip book.
1,Stick hang paper.
1,Sand create house.
1,Man create door.
0,Shirt damage pebbles.
1,Toe stroke hand.
0,Man slide car.
1,Dog lick grape.
1,Ice chill oil.
0,Paper sharpen pencil.
1,Cat exhale air.
1,Sword slash cloth.
1,Pitcher pour water.
1,Chef lengthen rubber.
1,Freezer cool water.
1,Oil dampen book.
0,Giraffe bake cake.
0,Arm hold house.
0,Sword slice sand.
0,Ant swallow pin.
0,Bug curb lion.
1,Child fish spatula.
1,Man sew curtain.
0,Pillow scrape chair.
0,Man tear knife.
1,Girl cut chair.
0,Girl chill chair.
1,Hand tear cloth.
1,Oven destroy cake.
1,Paper tick rabbit.
1,Elephant throw bus.
0,Tube ejaculate bird.
1,Stick hang book.
0,Oil curb boat.
0,Infant fix man.
1,Man kick dog.
1,Cat squash grape.
1,Man spill milk.
1,Girl pluck potato.
1,Bottle ejaculate water.
1,Ice cool man.
0,Woman feed wall.
0,Building crash bike.
1,Gorilla ride camel.
1,Cat fold silk.
0,Cloth absorb concrete.
0,Hand shove milk.
1,Cup pour mud.
0,Snow curb house.
1,Elephant wear carpet.
1,Elephant throw car.
0,Elephant ride cat.
1,Knife clip paper.
1,Heat fuse bone.
0,Woman fry car.
1,Knife rip paper.
1,Building vent smoke.
0,Paper slash pillow.
0,Boy pluck ant.
1,Dentist breed gorilla.
1,Water fill cup.
0,Student knit paper.
0,Chef close cake.
1,Girl capsize turtle.
1,Bowling crash laptop.
1,Man break arm.
0,Sand destroy flour.
1,Water fill plate.
1,Nail scratch paper.
0,Skyscraper heat air.
1,Spatula dig mud.
0,Water dig wool.
0,Hand cut gas.
1,Claw wear glove.
0,Dog heat moon.
0,Hair shake canoe.
1,Glue attach sticker.
1,Man drop water.
0,Man feed pebbles.
0,Rabbit erect skyscraper.
0,Dog exhale pillow.
1,Man snatch infant.
0,Man crop air.
1,Wolf snatch child.
0,Dog shake elephant.
1,Man rotate cat.
0,Hand stretch dumbbell.
1,Man steal knife.
0,Dog construct building.
0,Man halt elephant.
1,Sword slice table.
1,Kid squash fruit.
1,Cake feed rabbit.
0,Elephant draw phone.
1,Needle poke rice.
0,Rabbit drain ocean.
1,Room vent oxygen.
0,House contain tornado.
0,Man eat laptop.
1,Girl lengthen string.
0,Oil lengthen cord.
0,Monkey hug pea.
0,Turtle feed arm.
1,Child draw gun.
1,Scissors mince paper.
1,Spider poison fox.
0,Spatula grope cloud.
1,Child sew rug.
1,Child shake cup.
1,Man construct building.
0,Snow warm water.
1,Child pack leaf.
0,Freezer chill ice.
0,Bone fracture oil.
1,Man kill dog.
1,Pen pierce shirt.
0,Ant shove lion.
1,Dog steal pebbles.
0,Hose squirt rock.
1,Brother hurt leg.
1,Mouse enter basket.
0,Skyscraper punch wall.
0,Chef create sun.
1,Policeman heave bag.
1,Woman drink milk.
0,Girl erect water.
1,Knife damage rabbit.
0,Hand grope cloud.
0,Cord attack air.
0,Infant carry gorilla.
1,Cat pet dog.
0,Student lengthen house.
0,Hand stretch rock.
0,Pencil hang horse.
1,Rock sharpen nail.
0,Woman grab water.
1,Mother clean house.
1,Man pet infant.
0,Man flip lion.
0,Woman slide water.
1,Spatula capsize pan.
0,Rabbit drink air.
1,Child fish branch.
0,Dog clean cloth.
0,Basket capsize ship.
0,Dog heat sand.
0,Wall halt air.
0,Butterfly whisk rock.
0,Wind mask laptop.
0,Man burn ice.
1,Knife fracture glass.
0,Rope fasten water.
1,Scissors peel banana.
1,Hand smash laptop.
0,Spatula attach string.
0,Sword slice air.
0,Freezer warm foot.
1,Girl drive tractor.
0,Elephant push pin.
1,Elephant slide car.
0,Horse steal skyscraper.
0,Bush attack water.
0,Basket carry house.
1,Woman fry turtle.
1,Glove hold stick.
0,Cat jail woman.
0,Horse ride dog.
0,Man cover air.
1,Pen draw oil.
0,Gorilla enter basket.
1,Knife sever arm.
0,Air dig lake.
1,Rice fill cup.
1,Hammer smash bone.
0,Rock fracture pillow.
0,Table vent gas.
0,Air poison banana.
0,Oil tap floor.
0,Worm spin ball.
1,Women kiss girlfriend.
1,Knife kill ant.
1,Dog clench rabbit.
0,Lion drive car.
1,Bottle leak oil.
1,Child count hair.
0,Ant curb scooter.
1,Chef flip table.
1,Meat absorb water.
1,Wolf bend chair.
1,Man move chair.
1,Chef drain pond.
1,Dog lick tongue.
1,Wind chill girl.
0,House squirt rust.
1,Octopus grope curtain.
0,Ant hold cup.
0,Rope pour milk.
1,Infant film water.
0,Chef choke laptop.
1,Pet carry hat.
0,Apple catch lion.
1,Chef film laptop.
1,Stairs curb scooter.
0,Car crush air.
0,Oil cut policeman.
0,Cloud poke bread.
1,Cheetah eat grape.
0,Lion ride bowl.
0,Bowl spill chair.
0,Octopus grope soda.
0,Nose pull rope.
1,Ape kiss woman.
0,Woman lengthen knife.
0,Plant bury book.
1,Pillow rub pebbles.
0,Hand grip oven.
0,Hair mince dough.
0,Pea kick air.
1,Women kiss girl.
0,Woman fix air.
0,Man vent air.
0,Man grip horse.
0,Policeman grope fire.
1,Knife hurt gorilla.
1,Child spin cat.
1,Horse toss student.
0,Water drag bike.
1,Water feed dog.
1,Dog push cup.
1,Child slide book.
1,Chef drag wood.
1,Policeman hold cup.
1,Man jail dog.
0,Pillow crash scooter.
0,Rope yank vapor.
1,Toe push door.
0,Shirt hurt foot.
0,Cloth erase house.
1,Knife tear paper.
1,Fist punch wall.
1,Pen pierce pillow.
1,Finger rub plastic.
1,Axe attack boxer.
1,Girl toss turtle.
1,Girl drink beer.
0,Ant kiss fish.
1,Knife poke finger.
1,Dentist clip hay.
0,Monkey rotate car.
0,Stick hook cream.
1,Cat enter box.
0,Woman flip cream.
0,Rabbit film water.
0,Hand snatch car.
0,Crab lift horse.
0,Cat vomit infant.
0,Bullet pierce earring.
1,Child fry mosquito.
1,Man pluck string.
0,Infant spill apple.
1,Car hit brother.
1,Man haul girl.
1,Child scrape table.
1,Dog exhale air.
0,Wood fracture pebbles.
1,Infant hug door.
0,Student eat lava.
1,Monkey chew rice.
0,Brick hurt ocean.
1,Finger hang crab.
1,Pin tick rabbit.
0,Lion stomp air.
0,Cotton sharpen glass.
0,Girl enter cup.
1,Pillow cover pea.
0,Water catch ball.
0,Pillow clip paper.
0,Rock slam sand.
1,Giraffe lick frosting.
0,Bird build car.
1,Arm hook rod.
1,Knife dig ground.
1,Basket carry hat.
1,Dagger mince paper.
0,Pipe leak rock.
1,Woman flip table.
0,Hook hang house.
1,Mud cover girl.
1,Finger lengthen cord.
1,Car push lion.
1,Clown slam window.
1,Purse catch pin.
1,Child pack pencil.
1,Toe stroke dentist.
0,Infant tear tree.
0,Woman whisk air.
0,Knife etch oil.
1,Bear bite girl.
1,Stone break window.
1,Child knit shirt.
0,Ant mask water.
0,Hand roll chair.
1,Shovel flip monkey.
1,Pipe leak milk.
1,Bear pet horse.
0,Hand hold smoke.
1,Knife slice hand.
0,Purse sew rug.
1,Man fish ice.
1,Sword slash shirt.
0,Hand slice dog.
0,Horse grasp elephant.
1,Mallet mince log.
1,Rock attack victim.
0,Woman vomit dumbbell.
1,Laptop kill rabbit.
1,Bag contain rabbit.
1,Dog tackle cat.
0,Wool halt traffic.
1,Water dampen rock.
0,Hose squirt beans.
1,Man fix machine.
1,Stove destroy apple.
0,Ant open door.
0,Knife trim rock.
0,Hand rip cream.
0,Monkey clench house.
1,Child close bottle.
1,Man move table.
1,Arms bend flowers.
1,Laptop damage cup.
0,Cat close chair.
1,Dentist drive van.
0,Beak tap cloud.
1,Chef construct table.
0,Lion clean smoke.
0,Rice pierce board.
0,Fox snatch horse.
1,Box spill legos.
0,Hand seize milk.
1,Sponge absorb rain.
1,Man kick elephant.
0,Horse bake bear.
1,Girl create skyscraper.
0,Cat fry cake.
0,Man erect wind.
0,Spider attach rope.
1,Hand spin cup.
0,Man lift leaf.
1,Man whisk sauce.
1,Woman knit shirt.
0,Tree kiss chef.
0,Monkey drink air.
1,Knife rip purse.
1,Man hit hay.
1,Ant build wall.
0,Cat lift horse.
1,Pen etch cake.
1,Rope hurl trolley.
1,Finger tick dog.
0,Elephant shake air.
0,Toe stroke cloud.
1,Rope fasten cat.
0,Man break air.
1,Cat pet monkey.
1,Bucket dump dirt.
1,Dentist capsize canoe.
1,Infant tug basketball.
0,Nail slash pebbles.
0,Girl create air.
0,Man toss air.
0,Man bend elephant.
0,Child chew horse.
1,Bear pet dolphin.
1,Infant create dust.
1,Lion slide kid.
1,Claw seize beans.
1,Chef draw pumpkin.
1,Lion vomit cat.
1,Skyscraper leak gas.
0,Air freeze fire.
1,Knife kill infant.
0,Paper sharpen plastic.
1,Girl slide ice.
1,Arms bend leg.
0,Hand shove smoke.
1,Man grip bush.
0,Cow open dog.
0,Man hit water.
1,Nose exhale air.
1,Hand stretch rabbit.
1,Child throw cup.
1,Woman drop grass.
1,Cat wrestle dog.
0,Pillow hurt head.
0,Gorilla grasp water.
1,Policeman breed bird.
0,Fork erect horse.
1,Freezer freeze rabbit.
0,Book kiss remote.
0,Chef jail air.
1,Man damage glass.
1,Crow snatch pebbles.
1,Wolf bite nail.
0,Horse steal house.
1,Chef bake cookie.
0,Rabbit jail book.
1,Rabbit grasp ant.
1,Pen tear shirt.
0,Bear lick cloud.
0,Cake hit fire.
0,Air erase stain.
0,Woman grip wind.
0,Man erect air.
0,Stick hang cream.
0,Girl pluck sand.
1,Pet carry food.
0,Saw mince air.
1,Desk hit bowling.
1,Infant grasp hand.
1,Pipe pour water.
0,Box spill chair.
0,Bowl dump elephant.
1,Dog slide pebbles.
1,Chef film man.
0,Table puff smoke.
1,Air chill man.
0,Pipe leak brick.
1,Girl attach letter.
0,Shovel dump house.
1,Gorilla bend fish.
1,Knife tear rug.
0,Rabbit clean air.
1,Hand grope girl.
1,Shirt clean stairs.
0,Man roll bus.
1,Girl knead pillow.
0,Chair crush water.
0,Skyscraper fill plate.
1,Pillow mask rabbit.
0,Lion wear boat.
0,Rabbit move gorilla.
1,Clown crop bush.
0,Rice slash pillow.
1,Knife cut pillow.
0,Ant throw cat.
1,Child steal cake.
0,Infant grab elephant.
1,Dentist burn grape.
0,Dentist attach string.
1,Rope drag trash.
1,Wife clean laundry.
1,Girl drag purse.
0,Air draw picture.
0,Bug climb air.
1,Faucet squirt water.
1,Water wet scissors.
1,Chair absorb water.
0,Man tick box.
1,Man bury corpse.
0,Cup bury sand.
1,Cat toss ant.
1,Cup pour rice.
1,Fist clench fist.
0,Bug fold pillow.
0,Bear hug worm.
0,Girl destroy oil.
1,Faucet pour milk.
0,Dumbbell tick table.
0,Infant chew turtle.
1,Man steal crab.
0,Crab vent smoke.
0,Dolphin grip dog.
1,Scissors damage shirt.
0,Child fix man.
0,Child tackle bus.
0,Wood knead water.
0,Table yank arm.
1,Air chill water.
1,Man fish bike.
1,Child crush bug.
0,Child count oil.
1,Needle hurt rabbit.
0,Shovel peel milk.
1,Ice freeze rock.
1,Knife sever bear.
1,Cloth erase mud.
0,Finger scratch milk.
1,Aeroplane crash car.
0,Horse tackle elephant.
0,Sand break pillow.
1,Shovel flip dog.
1,Water wet bag.
1,Stick slam cat.
0,Camel ride bike.
1,Man build cup.
0,Air chafe girl.
0,Cat clip house.
1,Elephant drop lion.
1,Stick poke arm.
1,Beans attack horse.
1,Horse throw man.
0,Man pack air.
0,Rock dampen cloth.
0,Woman vomit cat.
0,Ant shove horse.
1,Cat wrestle rabbit.
0,Kid carry chef.
0,Casket cover lake.
1,Hand roll bottle.
0,Chisel scrape oil.
1,Cat bite rabbit.
1,Cloth catch pea.
1,Scissors crop paper.
0,Spatula scrape smoke.
1,Monkey stroke cat.
0,Girl choke elephant.
0,Can contain building.
1,Glove hold earplug.
0,Hand clench desk.
1,Hand shove monkey.
1,Cup beat gorilla.
1,Elephant squash bus.
1,Dog seize cat.
0,Rabbit build car.
0,Rain scratch arm.
0,Cream crash house.
1,Pebbles crush box.
0,Clown bite water.
1,Fist punch dumbbell.
0,Man pet house.
1,Pipe drain lake.
1,Nail sever dough.
1,Dog break plate.
1,Finger hook cup.
0,Horse tug air.
0,Map attach note.
0,Chair bake chef.
1,Spatula flatten bug.
1,Scissors rip shirt.
1,Student whisk gravy.
1,Hand grab shirt.
0,Hair mince vapor.
1,Pipe vent air.
0,Cream sharpen glass.
0,Sun freeze rock.
1,Man burn rug.
0,Wrestler lift elephant.
1,Worm drink gravy.
1,Man drag oven.
1,Child shove book.
1,Car smash table.
0,Car push air.
1,Pitcher pour cream.
1,Truck dump gravel.
0,Horse wear boat.
1,Finger spin beans.
0,Hand peel rock.
1,Hook hang pumpkin.
1,Horse yank arm.
0,Ant rotate cat.
1,Man push plastic.
1,Legs drag bag.
1,Scissors slice dough.
1,Apple beat turtle.
0,Dog drive car.
1,Chef erect cake.
0,Dog stretch table.
1,Student breed cow.
0,Man throw bus.
0,Worm heave boat.
1,Wall halt person.
1,Brick hurt dog.
1,Chef drag stove.
0,Camel enter bottle.
1,Policeman crop tree.
0,Barrier halt house.
1,Hand grope stranger.
0,Girl crop air.
0,Air break pillow.
1,Sun warm skin.
1,Claw rip wool.
1,Tree build house.
1,Woman fix tire.
0,Ant snatch rabbit.
1,Person grope arm.
1,Elephant drop rabbit.
0,Man grip elephant.
1,Cloth rub rubber.
0,Chef pack elephant.
1,Boxer attack robber.
1,Officer jail clown.
1,Man feed chicken.
1,Barrier halt person.
0,Shirt mask elephant.
0,Boat enter room.
0,Rain bury scooter.
0,Dog whisk egg.
1,Infant ride horse.
1,Girl feed dog.
1,Chef bake butterfly.
1,Monkey hug rabbit.
1,Chef drain lake.
0,Scooter spill shirt.
0,Shirt absorb sand.
1,Cake hit table.
1,Lion swallow dog.
0,Worm heave door.
1,Child haul cat.
1,Elephant move horse.
0,Rabbit fix car.
0,Tube ejaculate rock.
1,Beak scratch apple.
0,Grass destroy house.
0,Cotton damage pillow.
0,Ant lift weight.
1,Cleaver slice dog.
1,Brick construct boat.
1,Rope drag purse.
1,Scissors slash paper.
0,Clown lengthen knife.
0,Rabbit burn ham.
0,Knife chop rock.
1,Axe chop chair.
1,Plane contain shells.
0,Oil wet oxygen.
0,Elephant stomp air.
0,Rabbit grasp elephant.
0,Bed poke oil.
1,Writer draw pumpkin.
0,Witch bake air.
0,Table squirt oil.
0,Book sharpen knife.
1,Man halt person.
1,Brick kill rabbit.
1,Ac cool chair.
1,Policeman spill milk.
0,Man drive house.
1,Rabbit drink milk.
0,Ant tackle cat.
0,Screwdriver scrape lake.
0,Worm fish shark.
0,Girl chop smoke.
1,Rabbit drink soda.
1,Girl fry turtle.
0,Elephant pull atom.
1,Child wear cloth.
0,Bear construct cat.
0,Water dump water.
0,Wind rip dough.
0,Feather crush rock.
1,Knife trim rope.
1,Feather tick bear.
0,Smoke draw illustration.
1,Hand stretch arm.
1,Monkey shove dolphin.
0,Man feed remote.
1,Dentist pluck potato.
0,Infant pull air.
1,Air poison rabbit.
0,Boy punch air.
0,Ant toss pebbles.
0,Man climb rabbit.
1,Bowl contain knife.
1,Infant rotate ball.
1,Stick slam monkey.
1,Hand leak blood.
1,Finger hang rabbit.
0,Spatula poke air.
0,Man chill juice.
1,Arm fasten girl.
0,Stick shove cream.
1,Stick poke trash.
0,Son catch house.
0,Man throw car.
0,Lion fill bowl.
0,Sidewalk poke rust.
0,Spoon bend desert.
0,Wolf slide tree.
0,Spatula knead water.
1,Finger hit pillow.
1,Finger stretch rope.
0,Wind feed man.
0,Man chew rock.
1,Monkey grasp bat.
1,Hand yank teeth.
1,Baboon slam cup.
1,Claw seize pebbles.
1,Boy pluck feather.
0,Table rub rain.
1,Infant open closet.
0,Bear strike air.
1,Man film jeans.
1,Man hit remote.
0,Man lengthen pebbles.
0,Cat create grape.
1,Bike crush bush.
0,Policeman bite oil.
0,Man fry air.
0,Table heat cup.
0,Man cook oven.
1,Chisel etch house.
1,Hand fold pillow.
0,Ant heave dumbbell.
1,Hand grab cloth.
1,Freezer freeze man.
1,Woman feed dog.
0,Rabbit curb train.
1,Knife mince purse.
0,Water close bottle.
1,Scissors fracture bone.
0,Smoke catch rock.
1,Oven bake fish.
1,Monkey carry grape.
0,Arm fasten skyscraper.
1,Ice freeze monkey.
1,Faucet pour juice.
1,Worm climb hill.
0,Man stroke ant.
0,Toe push cloud.
0,Ice warm bush.
1,Air cool skyscraper.
1,Student dump dirt.
1,Rock crush box.
0,Elephant heave pea.
0,Worm move turtle.
1,Truck dump bush.
0,Wool clip dust.
1,Rope hook pan.
0,Bag contain tree.
1,Gorilla bury leaf.
1,Sidewalk curb wheels.
